id,notes,original_zip,match,match_kind,state_code,county_code,tract_code,block_code,Rental Relief Fund: How much rent do you owe due to COVID-19,Rental Relief Fund: How much do you owe on utilities listed?,Rental Relief Fund: Total Monthly Income all sources,Rental Relief Gap,Months of Assistance Awarded,Date of Final Decision,Utility Payments - Amount obtained (),Future Stipend - Amount obtained (),Rental Arrears - Amount obtained (),Moving Costs - Amount obtained (),Total RRF Award
165270,,2131,Match,Non_Exact,25,25,91500,2004,4574,0,0,4574,21-Apr,4/23/2021,,4574,,,4574
165271,,2128,Match,Exact,25,25,51101,1009,1500,0,800,4500,May-21; June-21,5/14/2021,319.17,3000,,,3319.17
165272,,2111,Match,Non_Exact,25,25,805,1006,3300,0,3920,3300,21-May,4/16/2021,,3300,,,3300
165273,,2124,Match,Non_Exact,25,25,50700,1001,14700,0,3300,14700,21-Mar,5/20/2021,,11000,,,11000
165274,,2128,Match,Non_Exact,25,25,70202,1010,,0,1070.04,7200,May-21; June-21; July-21,5/20/2021,,3600,,,3600
165275,,2128,Match,Non_Exact,25,25,130404,1002,3200,0,3500,6600,May-21; May-21,5/20/2021,,5250,,,5250
165276,,2128,Match,Non_Exact,25,25,100400,1003,2400,940.13,4000,17740.13,August-21; September-21; October-21,7/19/2021,940.13,9600,1,,15001
165277,,2210,Match,Non_Exact,25,25,70104,1022,,1100,2468,1100,,7/7/2021,1358.81,,,,1358.81
165279,,2135,Match,Non_Exact,25,25,60604,2010,,0,3000,0,July-21; August-21; September-21,8/12/2021,,3954,,,3954
165280,,2115,Match,Non_Exact,25,25,92300,2000,,0,2094.46,0,September-21; October-21; November-21,8/31/2021,,9160,,,9160
165281,,2130,Match,Non_Exact,25,25,603,1000,2688,521.29,4152,8424.49,July-21; August-21; September-21; October-21,7/28/2021,521.29,4311,1792,1937,12872.29
165282,,2130,No_Match,,,,120201,2015,4004,0,427,10010,August-21; September-21; October-21,7/28/2021,,7007,,,7007
165283,,2118,Match,Non_Exact,25,25,301,1006,2300,0,2300,16100,July-21; August-21; September-21,8/4/2021,,6900,6900,,13800
165286,,2125,Tie,,,,91400,1009,3544,0,1083,8860,August-21; September-21; October-21,7/29/2021,,2658,3544,,6202
165288,,2119,Tie,,,,81400,2012,950,170,0,9670,February-21; February-21; March-21; April-21; June-21; June-21; July-21; August-21,6/3/2021,,4750,,,4750
165289,,2136,Match,Exact,25,25,140202,5000,950,170,0,1120,,,,4750,,,4750
165290,,2111,Match,Non_Exact,25,25,82000,1003,2476,0,540,16690,March-21; April-21; May-21,5/21/2021,,2873,,,2873
165291,,2115,Match,Non_Exact,25,25,140201,1006,3300,1200,2600,15700,March-21; April-21; May-21; June-21,6/15/2021,,,6600,,13200
165293,,2122,Tie,,,,92101,3011,,0,1520,7830,August-21; September-21; October-21,7/27/2021,,4520,,,4520
165294,,2125,Match,Non_Exact,25,25,10403,2002,,0,1000,10850,May-21; June-21; July-21; August-21,6/14/2021,,6200,,,6200
165295,,2121,Match,Non_Exact,25,25,140400,7005,1156,264.21,#Error!,#Error!,May-21; June-21; July-21; August-21,5/28/2021,,4620,,,4620
165300,,2119,Match,Non_Exact,25,25,50700,1003,8400,0,1600,30800,December-20; January-21; February-21; March-21; April-21; May-21,4/16/2021,,15000,,,15000
165302,,2121,Match,Non_Exact,25,25,301,4003,,0,1756,5700,May-21; June-21; July-21; August-21; September-21; October-21,4/22/2021,,2850,,,2850
165304,,2111,Match,Non_Exact,25,25,100800,6002,19000,2125.23,2000,36725.23,June-21; July-21; August-21,5/28/2021,,7950,,,7950
165306,,2111,Match,Non_Exact,25,25,60604,1003,650,120,4000,5120,May-21; June-21; July-21; August-21; September-21; October-21,,,4275,2000,,6275
165308,,2128,Match,Non_Exact,25,25,91500,1000,,735.28,0,735.28,April-21; May-21,9/17/2021,735.48,,997,,1732.48
165310,,2124,Match,Non_Exact,25,25,50700,3004,4200,0,2800,21000,September-20; April-21; May-21; June-21; July-21,5/5/2021,,12600,,,12600
165311,,2125,Match,Non_Exact,25,25,60301,1004,19000,0,#Error!,#Error!,March-20; April-20; May-20; June-20; July-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,7/19/2021,,,15000,,15000
165312,,2124,No_Match,,,,100500,1003,,13736.16,0,13736.16,March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,8/12/2021,,,1500,,1500
165313,,2125,Match,Exact,25,25,91001,4007,6200,0,1455,19400,September-20; October-20; November-20; December-20; January-21; February-21; March-21,4/7/2021,,8400,,,8400
165314,,2113,Match,Non_Exact,25,25,81800,2003,4520,0,1720,27470,March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/14/2021,,4520,,,4520
165315,,2124,Match,Non_Exact,25,25,10600,2001,,0,1700,0,July-21; August-21; September-21; October-21; November-21,9/8/2021,53.76,8544,5506,,14103.76
165316,,2134,Match,Non_Exact,25,25,30100,1009,16100,0,2600,42700,April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,5/10/2021,,15000,,,15000
165317,,2132,Match,Non_Exact,25,25,92400,3009,17050,0,1928,40450,July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,7/7/2021,,15000,,,15000
165319,,2134,Match,Non_Exact,25,25,130200,4006,,0,2100,0,August-21; September-21; October-21; November-21; December-21,8/12/2021,,8925,,,15000
165320,,2125,Match,Non_Exact,25,25,91900,3004,5559.4,0,1972,5559.4,July-21; August-21; September-21; October-21; November-21; December-21,8/12/2021,,9299.4,5369.4,,14668.8
165321,,2130,Match,Non_Exact,25,25,701,2000,1395,0,2190,9765,August-21; September-21; October-21; November-21; December-21,7/29/2021,,4185,,,4185
165322,,2135,No_Match,,,,91100,5003,,833.02,0,3451.02,June-21; July-21; August-21; September-21; October-21; November-21; December-21,7/29/2021,,1701,,,1701
165326,,2121,Match,Non_Exact,25,25,120201,2000,,475.54,1796,475.54,August-21; September-21; October-21; November-21; December-21,8/19/2021,475.54,3140,,,3615.54
165327,,2125,Match,Non_Exact,25,25,82100,2002,0,135,3840,135,August-21; September-21; October-21; November-21; December-21,9/3/2021,231.28,2763,921,,3915.28
165331,,2126,Match,Exact,25,25,101001,5000,1825,0,2100,12775,21-Jul,8/3/2021,,9125,,,9125
165333,,2115,Match,Non_Exact,25,25,101101,3009,2700,1080.73,540,3780.73,21-Jun,7/24/2021,1425.85,,,,1425.85
165334,,2128,Match,Non_Exact,25,25,101102,2007,3800,1400,1211,20400,February-21; March-21; April-21; May-21; June-21,5/18/2021,,1900,7600,0,9500
165335,,2119,Match,Non_Exact,25,25,10701,3004,925,736.8,0,8136.8,May-21; June-21; July-21; August-21,6/16/2021,798.27,2775,925,,4498.27
165336,,2126,Match,Non_Exact,25,25,50200,1001,,0,2400,0,July-21; August-21; September-21,,,5400,,,5400
165337,,2128,Match,Non_Exact,25,25,90600,2001,3000,0,1275,19000,October-20; April-21; May-21; June-21; July-21,5/10/2021,,6000,9000,,15000
165338,,2126,Match,Exact,25,25,101001,4002,4800,4730.53,1300,21530.53,February-21; March-21; April-21; May-21; June-21; July-21; August-21,6/28/2021,1500,3600,4800,,16020
165339,,2111,Match,Non_Exact,25,25,110301,1010,10000,0,2568,30000,September-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,5/31/2021,,14000,,,14000
165340,,2124,Match,Non_Exact,25,25,50600,2000,4000,0,3000,18000,April-21; May-21; June-21; July-21,6/3/2021,92.41,6000,4000,,10092.41
165341,,2126,Match,Exact,25,25,101002,1003,17522,0,0,37022,June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/21/2021,,15000,,,15000
165342,,2124,Match,Exact,25,25,100400,2000,7844.02,226,2520,27614.02,September-20; October-20; November-20; December-20; January-21; February-21; March-21; May-21; June-21; July-21; August-21,5/21/2021,,13428,,,15000
165348,,2128,Match,Exact,25,25,51200,2003,,0,2800,0,May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,9/1/2021,,4065,6116,,10181
165349,,2126,Match,Exact,25,25,101001,6000,,2620,720,2620,June-21; July-21; August-21,,,,1713,,1713
165377,,2125,Match,Exact,25,25,91500,1004,,0,1348,0,June-21; July-21; September-21; October-21; November-21,,,1284,1353,,2637
165404,,2126,Match,Exact,25,25,101101,1003,,0,1800,4167,,,,,,4167,4167
165432,,2128,Match,Non_Exact,25,25,50300,3003,14000,0,0,14000,,9/1/2021,1156.61,8100,5486,,14742.61
165436,,2124,Match,Exact,25,25,100300,1009,,0,4400,0,April-21; May-21; June-21; July-21; August-21; September-21; October-21,9/1/2021,,,14765,,14765
165440,,2125,Match,Exact,25,25,91800,2001,3400,0,1111,3400,June-21; July-21; August-21; September-21; October-21; November-21; December-21,9/9/2021,,2812,5400,,8212
165443,,2121,Match,Exact,25,25,82000,3001,,0,500,0,June-21; July-21; August-21; September-21,9/24/2021,,,2845.52,,2845.52
165446,,2135,Match,Exact,25,25,102,2031,,0,1873,0,October-20; November-20; December-20,9/2/2021,,,5390,,5390
165451,,2128,Match,Exact,25,25,50700,1003,,0,800,0,October-21; November-21; December-21,9/2/2021,,,12600,,12600
165466,,2120,Match,Exact,25,25,81102,1003,,0,2071,0,September-21; October-21; November-21; December-21,8/31/2021,,5187,1729,,6916
165475,,2111,Match,Exact,25,25,70202,1000,2308,0,375.6,2308,August-21; September-21; October-21; November-21; December-21,9/15/2021,,4616,1410,,6026
165493,,2119,Match,Exact,25,25,80401,1022,,0,2600,0,April-21; May-21; June-21; July-21; August-21; September-21,9/6/2021,902.95,,7125,,8027.95
165523,,2119,No_Match,,,,81700,3011,,0,600,0,September-21; October-21; November-21; December-21,,,1500,500,,2000
165527,,2136,Match,Exact,25,25,140107,2002,,4700.8,0,4700.8,May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,,1500,6000,4000,,11500
165550,,2119,Match,Exact,25,25,80401,2008,0,158,466,158,August-21; September-21; October-21; November-21; December-21,9/1/2021,64.43,3899,125,,4088.43
165602,,2126,Match,Exact,25,25,101102,4006,0,204,3220,204,September-21; October-21; November-21; December-21,9/15/2021,203.46,4500,1500,,6203.46
165619,,2124,Match,Non_Exact,25,25,90100,3005,4244,3991,0,8235,July-21; August-21; September-21; October-21; November-21; December-21,,,2667,5073,,7740
165625,,2135,Match,Exact,25,25,601,4001,3450,260,4000,3710,May-21; June-21; July-21; August-21; September-21,9/15/2021,,,5670,,5670
165646,,2210,Match,Exact,25,25,60604,1003,1917,1673,1200,3590,October-21; November-21; December-21,9/26/2021,110.13,5913,,,6023.13
165687,,2131,Match,Exact,25,25,110201,1000,16000,6238.47,1500,22238.47,March-21; April-21; May-21; June-21; July-21; August-21; September-21,9/26/2021,1988.7,,15000,,16988.7
165712,,2114,Match,Non_Exact,25,25,20305,2000,,0,896,0,September-21; October-21; November-21; December-21,8/31/2021,,594,,696,1290
165727,,2125,Match,Exact,25,25,90700,4012,3083.07,0,2400,3083.07,August-21; September-21; October-21; November-21; December-21,9/15/2021,,5556,3083.07,,8639.07
165745,,2125,Match,Exact,25,25,91100,3006,7000,1500,1164,8500,20-May,9/17/2021,1469.96,,,,1469.96
165746,,2116,Match,Exact,25,25,70700,2003,11300,0,2560,11300,January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21,,,2900,11428,,14328
165776,,2121,Match,Non_Exact,25,25,82000,1001,17600,0,0,17600,,8/23/2021,,,15000,,15000
165814,,2126,Match,Exact,25,25,101102,2007,4800,3889,3810,8689,October-21; November-21; December-21,,600,1600,6800,,9000
165831,,2119,Match,Exact,25,25,81301,2004,15400,0,1068,15400,January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,,,,15000,,15000
165880,,2136,Match,Non_Exact,25,25,140300,6006,9050,0,2350,9050,April-21; May-21; June-21; July-21; August-21; September-21,9/6/2021,,,10500,,10500
165973,,2124,Match,Exact,25,25,100100,3011,500,1984.26,2268,2484.26,September-21; October-21; November-21; December-21,9/22/2021,,759,759,,1518
166018,,2124,Match,Exact,25,25,91900,4003,3360,0,0,3360,October-21; November-21; December-21,9/24/2021,,2340,,,2340
166025,,2130,Match,Exact,25,25,110106,1003,0,1169.9,329,1169.9,21-Aug,8/18/2021,1169.09,,,,1169.09
166030,,2121,Match,Exact,25,25,90300,2002,0,489.99,3771,489.99,October-21; November-21; December-21,,,4350,,,4350
166070,,2134,Match,Exact,25,25,701,4006,1550,0,7350,1550,October-21; November-21; December-21,,,4650,,,4650
166075,,2119,Match,Exact,25,25,80401,2008,1202,160,0,1362,August-21; September-21; October-21; November-21,9/6/2021,167.77,3606,1202,,4975.77
166092,,2122,Match,Exact,25,25,92000,1008,950,0,436.49,950,July-21; August-21; September-21; October-21; November-21; December-21,9/8/2021,,2325,950,,3275
166119,,2130,Match,Exact,25,25,120301,2004,4200,1500,0,5700,September-21; October-21; November-21,8/31/2021,1500,3282,4735,,9517
166132,,2122,Match,Exact,25,25,91700,1005,13000,1208,1188,14208,,,1153.24,,,,1153.24
166167,,2125,Match,Exact,25,25,91300,1004,4000,3683.68,3000,7683.68,20-Nov,9/1/2021,1008.57,0,6000,,7008.57
166171,,2136,Match,Exact,25,25,140300,2008,2400,0,2900,9600,October-21; November-21; December-21,9/16/2021,,3600,2400,,6000
166196,,2127,Match,Exact,25,25,60700,1003,1105,8316.38,1068,9421.38,21-Sep,,1500,,1422,,2922
166199,,2118,Match,Non_Exact,25,25,70402,1007,25500,0,1100,25500,September-21; October-21; November-21; December-21,,,4695,9587,,14282
166244,,2119,Match,Non_Exact,25,25,80100,1051,0,0,760,11500,October-21; November-21; December-21,,,1500,500,,2000
166301,,2125,Match,Exact,25,25,90901,2006,0,0,1348,12915,October-21; November-21; December-21,,,5535,,,5535
166306,,2124,Match,Exact,25,25,100100,3010,0,5000,1468,5000,,9/1/2021,,6845,,2500,9345
166360,,2125,No_Match,,,,90700,4005,2750,0,0,2750,August-21; September-21; October-21,9/16/2021,,1012.35,5814.9,,6827.25
166391,,2120,Match,Exact,25,25,81102,1003,770,0,689.5,770,September-21; October-21; November-21; December-21; January-22,,,5100,770,,5870
166393,,2126,Match,Exact,25,25,101102,1000,,1513.89,4007.09,1513.89,July-21; August-21; September-21; October-21; November-21,,,2790,3988,,6778
166414,,2121,Match,Exact,25,25,82100,1007,0,825,2996,825,August-21; September-21; October-21; November-21; December-21,,226.78,4350,1225,,5801.78
166438,,2124,Match,Exact,25,25,92200,4003,10000,0,0,10000,October-21; November-21,,,3000,12000,,15000
166471,,2119,Match,Exact,25,25,81700,1002,627,1311.33,2176,1938.33,September-21; October-21; November-21; December-21,9/23/2021,1311.33,1881,627,,3819.33
166483,,2121,Match,Exact,25,25,92400,3005,4655,0,2000,4655,February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21,9/24/2021,,,5560,,5560
166501,,2122,Match,Non_Exact,25,25,91700,3004,,540.79,0,540.79,,,540.78,,,,540.78
166505,,2118,Match,Exact,25,25,71201,1004,2567,2467.61,1117.45,5034.61,21-Aug,,1401.08,,3061,,4462.08
166521,,2119,Match,Exact,25,25,80100,2001,298,950,0,1248,,,889.82,,,,889.82
166553,,2130,Match,Exact,25,25,120301,4001,6000,0,2200,6000,March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21; January-22; February-22,,,3000,9000,,12000
166558,,2124,Match,Exact,25,25,100500,4000,3200,0,639,3200,July-21; August-21; September-21,9/21/2021,,,4800,,4800
166640,,2115,Match,Exact,25,25,10403,1001,,0,814,0,October-21; November-21; December-21,9/10/2021,,972,,648,1620
166657,,2125,Match,Non_Exact,25,25,91500,3002,0,0,388,0,July-21; August-21; October-21; November-21; December-21,9/17/2021,,3606,,,3606
166663,,2135,Match,Exact,25,25,603,1000,0,0,300,0,November-21; December-21; January-22,,,3780,,,3780
166673,,2121,Match,Exact,25,25,81900,4005,,0,0,0,,,,,1030,2444,3474
166685,,2124,Match,Exact,25,25,92400,4003,1355,731,1396,2086,June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; September-21; October-21; November-21; December-21,9/27/2021,1550.7,1029,2051,,4630.7
166807,,2124,Match,Exact,25,25,92000,3005,4800,0,2794,9600,March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,9/9/2021,,2400,5600,,8000
166818,,2124,Match,Exact,25,25,100900,1008,3208,0,4701,3208,July-21; August-21; September-21; October-21; November-21; December-21,9/26/2021,,4812,3204,,8016
166834,,2122,Match,Exact,25,25,100603,1015,0,80,3334,80,May-21; June-21; July-21; August-21,9/28/2021,,3640,1700,,10680
166860,,2124,Match,Exact,25,25,100400,3005,3200,4206,2800,7406,21-Oct,,2000,,,,2000
166881,,2122,Match,Exact,25,25,91700,1001,6595,651,4300,7246,June-21; July-21; August-21; September-21; October-21; November-21,,,1319,6595,,7914
166970,,2126,Match,Exact,25,25,101002,3000,2822,0,1800,2822,May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,9/16/2021,,2287,7034,,9321
167025,,2115,Match,Exact,25,25,10405,2000,665,1018,1600,1683,October-21; November-21; December-21,,596.64,1995,665,,3256.64
167079,,2126,Match,Exact,25,25,101102,2006,0,0,1661.35,0,October-20; November-20; December-20,,,5400,,,5400
167081,,2124,Match,Non_Exact,25,25,100200,2003,1056,300,1200,1356,October-21; November-21; December-21,,344.02,954,974,,2272.02
167112,,2129,Match,Exact,25,25,40600,1019,1410,420,2300,1830,October-21; November-21; December-21; January-22,9/27/2021,412.59,4230,1410,,6052.59
167180,no address provided,2128,No_Match,,,,,,10000,0,860,10000,October-21; November-21; December-21,,,5000,10000,,15000
167251,,2124,Match,Exact,25,25,100500,5005,5818,0,0,5818,October-21; November-21; December-21,,,5016,5818,,10834
167275,,2119,Match,Exact,25,25,81301,2007,1900,1170,2900,3070,September-21; October-21; November-21; December-21,9/28/2021,,5700,1900,,7600
167319,,2128,Match,Exact,25,25,50600,1001,2000,0,580,2000,May-21; June-21; July-21; August-21; September-21; October-21,9/23/2021,,400,2000,,2400
167331,,2126,Match,Exact,25,25,100900,4014,3400,0,2500,3400,August-20; September-20; October-20; November-20; December-20,,,4421,3400,,7821
167417,,2127,Match,Exact,25,25,60601,1000,2969,0,1800,2969,August-21; September-21; October-21; November-21; December-21,9/30/2021,,3954,2629,,6583
167424,,2122,Match,Exact,25,25,92000,1004,16000,0,30000,16000,April-20; May-20; July-20; August-20; December-20; January-21; February-21; April-21; May-21; August-21,9/30/2021,,,15000,,15000
167462,,2121,Match,Non_Exact,25,25,90100,1003,13650,0,2100,13650,March-20; April-20; May-20; June-20; July-20; August-20,9/30/2021,,,13650,,13650
167650,,2136,Match,Exact,25,25,140201,2006,9135,1645.82,4200,10780.82,August-21; September-21; October-21; November-21; December-21; January-22,,,5865,9135,,15000
167791,,2125,Match,Exact,25,25,91300,2003,6600,0,0,6600,October-21; November-21; December-21,,,1800,6600,,8400
167818,,2126,Match,Exact,25,25,100200,3010,3290,0,0,3290,October-21; November-21; December-21,,,7050,3380,,10430
167865,,2119,Match,Exact,25,25,81301,2005,,1717.22,1020,1717.22,21-Sep,9/30/2021,1717,,,,1717
167913,,2119,Match,Exact,25,25,81700,4000,1544,3500,1600,5044,October-20; November-20; December-20,,,2316,1544,,3860
167950,,2134,Match,Exact,25,25,604,2000,12750,0,5000,12750,May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,9/26/2021,,2100,12750,,14850
168029,,2119,Match,Exact,25,25,81800,3003,,4000,2500,4000,June-21; July-21; August-21; September-21,9/22/2021,2000,,,,2000
168058,,2111,Match,Exact,25,25,70202,1003,856,0,400,856,September-21; October-21; November-21; December-21,9/26/2021,,2331,856,,3187
168059,,2124,Match,Exact,25,25,100200,1004,1811.36,3300,637,5111.36,July-21; August-21; September-21; October-21; November-21; December-21,9/16/2021,,1731,1811,,3542
168145,,2132,Match,Exact,25,25,130300,4009,1200,741.87,0,1941.87,21-Oct,,1078.58,,,,1078.58
168164,,2136,Match,Exact,25,25,140400,5012,12750,0,1200,12750,April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21,9/30/2021,,,13500,,13500
168170,,2122,Match,Exact,25,25,91700,3001,0,0,4187,6690,October-21; November-21; December-21,9/27/2021,,3345,,,3345
168173,,2111,Match,Exact,25,25,70202,2002,1881,0,2500,1881,October-21; November-21; December-21,,,2673,1869,,4542
168175,,2124,Match,Exact,25,25,92000,3000,2000,900,2200,2900,March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21; January-22,,,1035,3450,,4485
168200,,2119,Match,Exact,25,25,81301,2000,466,51.51,0,517.51,September-21; October-21; November-21; December-21,9/30/2021,51.51,2898,465,,3414.51
168233,,2128,Match,Exact,25,25,51101,3012,4100,0,1268,4100,June-21; July-21; August-21; September-21; October-21; November-21; December-21,9/24/2021,,5100,6800,,11900
